dataset,method,prior_mode,r,c,direction,balanced_accuracy_mean,balanced_accuracy_std,worst_class_recall_mean,worst_class_recall_std,auprc_mean,auprc_std,macro_f1_mean,macro_f1_std,minority_precision_mean,minority_precision_std,minority_recall_mean,minority_recall_std,auroc_mean,auroc_std,brier_mean,brier_std,log_loss_mean,log_loss_std,ece_mean,ece_std,realized_c_mean,n_seeds
breast_cancer_wisconsin,xgb_weighted,,0.5,0.1,minority_to_majority,0.9431216931216931,0.020435865814127444,0.9047619047619048,0.04761904761904767,0.9871118578582715,0.00814359547694862,0.9488789522317913,0.01530862968541052,0.9665709665709666,0.012308437227979136,0.9047619047619048,0.04761904761904767,0.9900793650793651,0.00751178352619076,0.035488814736405964,0.010762117183229248,0.13382483770449952,0.043610167867762874,0.052005218468573734,0.009190094770894384,0.10000000000000002,3
breast_cancer_wisconsin,xgb_weighted,,0.5,0.2,majority_to_minority,0.9173280423280423,0.026791837434562264,0.8425925925925926,0.04243125643477631,0.9751015845477805,0.013174977341428792,0.8948613109813982,0.03093699621538414,0.7877441077441077,0.048054204223459726,0.9920634920634921,0.013746434980705408,0.9841269841269841,0.009567113850191464,0.08111605048179622,0.023864075358897913,0.27708231409390766,0.06828106491748277,0.1303803237558108,0.01230998999893566,0.202127659574468,3
breast_cancer_wisconsin,xgb_weighted,,0.5,0.2,minority_to_majority,0.9255952380952381,0.01818482418633259,0.8650793650793651,0.036369648372665396,0.9747482873051186,0.009310482244695415,0.935462183815023,0.01530091527556058,0.9731847231847232,0.001084000017348263,0.8650793650793651,0.036369648372665396,0.982583774250441,0.005018762097809665,0.04994665458798403,0.015219309599418427,0.19394483168919877,0.04659012301713925,0.06655863438030339,0.019141754184576303,0.20000000000000004,3
breast_cancer_wisconsin,xgb_weighted,,0.5,0.3,majority_to_minority,0.7860449735449735,0.020864803643316634,0.5879629629629629,0.044646531300893265,0.9649122681885521,0.02231621393220777,0.7337515668554611,0.026561790147643573,0.5829755332924419,0.026002525548077936,0.9841269841269842,0.013746434980705439,0.9699074074074074,0.017052080799409727,0.18374586105346677,0.015675723172809113,0.5595807035764059,0.050597175869135785,0.25870573522838924,0.02094382764861296,0.2990654205607476,3
breast_cancer_wisconsin,xgb_weighted,,0.5,0.3,minority_to_majority,0.8875661375661377,0.028310045933630318,0.7936507936507936,0.03636964837266547,0.979795808575112,0.020950505644597356,0.9017401646802137,0.029416590230409587,0.961624649859944,0.04355449565491885,0.7936507936507936,0.03636964837266547,0.9875440917107584,0.01269743667251378,0.059145151327053634,0.022316742136779835,0.19933795928955078,0.07983201381873707,0.08497166997965487,0.008249085347084262,0.3,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.0,clean,0.5,0.0,0.0,0.0,0.3603944569380492,0.06459206540322875,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6109601449275363,0.06754758315787066,0.23939980098434824,0.000667417387502177,0.8717498310806904,0.006427659254728372,0.2222516039147591,0.0035413826296355044,0.0,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.05,majority_to_minority,0.5,0.0,0.0,0.0,0.46019821731521954,0.0673489927042768,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6884057971014492,0.04123553633597552,0.2358389912524953,0.0024189106021658613,0.8511533088076745,0.0329414502910601,0.22176046910150707,0.004496897005760556,0.0,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.05,minority_to_majority,0.5,0.0,0.0,0.0,0.477331527410559,0.04613639618655442,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6485507246376812,0.10977792827051108,0.23365469420710647,0.0031914279639670613,0.8223464402347244,0.017536492562424767,0.21388345335739278,0.008381381283060504,0.0,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.1,majority_to_minority,0.5,0.0,0.0,0.0,0.37550068309645274,0.0589887512589953,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6127717391304347,0.08347136538125273,0.23580047290085263,0.0012161932586157447,0.8475560646528661,0.021895226228869073,0.2153633903544089,0.0034576681164030956,0.1428571428571428,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.1,minority_to_majority,0.5,0.0,0.0,0.0,0.5255748989118422,0.05673315720224318,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7250905797101449,0.030580714930003253,0.23389441933107544,0.006488394291825933,0.9694915243867698,0.08275763806219028,0.2292770431797931,0.00908950284174191,0.1666666666666666,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.2,majority_to_minority,0.5,0.0,0.0,0.0,0.41010319172467713,0.09493996124118091,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.625,0.03638793951315774,0.2302697866706821,0.005339524927299429,0.7910347635564738,0.02741543093699549,0.20669593549977097,0.002837549162540825,0.25,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.2,minority_to_majority,0.5,0.0,0.0,0.0,0.38461473889255826,0.09700919530751187,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.08487498886386279,0.23760330197147228,0.004592567763572148,0.9063419498284419,0.02122586910389885,0.22685864526786673,0.008002855930963629,0.1666666666666666,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.3,majority_to_minority,0.5,0.0,0.0,0.0,0.41347209488354725,0.1526782485177732,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6064311594202899,0.1347787964412358,0.22812393096058747,0.0064984879025717325,0.787947385727937,0.013394084142642535,0.20597483667140756,0.003909758956740289,0.3333333333333333,3
haberman_survival,tabpfn_distpfn,observed,0.05,0.3,minority_to_majority,0.5,0.0,0.0,0.0,0.4499034567039326,0.050066141632566674,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6757246376811595,0.060352449276430756,0.2400153018105419,0.005893004702426909,0.9081749147871832,0.0431338858571635,0.22759231370023505,0.006276626996153814,0.3333333333333333,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.0,clean,0.5,0.0,0.0,0.0,0.5141585473860876,0.042406320882436364,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.71875,0.019130608478707577,0.2104384698822878,0.0057143193257861965,0.6706050719077065,0.027350457844595336,0.18174110268142277,0.0100374779539265,0.0,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.05,majority_to_minority,0.5,0.0,0.0,0.0,0.4539458981925391,0.02984777550238613,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7060688405797101,0.0857764627247894,0.21050954445810574,0.006605298591866099,0.6794734211757932,0.053913925294860214,0.17693357343664018,0.011619454437880648,0.0714285714285714,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.05,minority_to_majority,0.5,0.0,0.0,0.0,0.49584917922411,0.05873475198840452,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7128623188405797,0.019528542266621738,0.2130025827625309,0.007348936623495226,0.6832234119680454,0.01866152445684008,0.18184011054108018,0.0017550066680309887,0.0769230769230769,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.1,majority_to_minority,0.5067934782608695,0.011766649507940706,0.020833333333333332,0.036084391824351615,0.4981984975671765,0.018264647821556658,0.4439785697647332,0.03126809633975963,0.16666666666666666,0.2886751345948129,0.020833333333333332,0.036084391824351615,0.6788949275362319,0.04932801278568166,0.20392352236689995,0.012728059745900005,0.6787399198723115,0.019004980141648656,0.1742594222025571,0.0059933478092905005,0.0714285714285714,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.1,minority_to_majority,0.5,0.0,0.0,0.0,0.43186170028244847,0.09958599931754805,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6766304347826088,0.04897433508890911,0.21912720044300735,0.005919823276264229,0.6969980270802881,0.022939339265629178,0.18454644318005817,0.005459158172014749,0.0769230769230769,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.2,majority_to_minority,0.5,0.0,0.0,0.0,0.42533622897781503,0.05427942789239828,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.657608695652174,0.0374011674144043,0.21004946916955547,0.004107199576051398,0.658151384243402,0.010712974243432656,0.16896935253721512,0.01317649977018234,0.1875,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.2,minority_to_majority,0.5,0.0,0.0,0.0,0.4917579408718747,0.11737671718770451,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6544384057971016,0.08820628036033662,0.21655516609434342,0.008099588587878105,0.7696321841074482,0.02981711508268908,0.19406305608385988,0.005499731575571514,0.2307692307692307,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.3,majority_to_minority,0.5104166666666666,0.01804219591217582,0.020833333333333332,0.036084391824351615,0.5332669439195549,0.09067231774680598,0.4468606411065637,0.036259990334848245,0.3333333333333333,0.5773502691896258,0.020833333333333332,0.036084391824351615,0.6884057971014492,0.0606271152490237,0.19793323818822206,0.0048422892198187895,0.6088116815692485,0.017431420870627462,0.1362841476826511,0.018079541672348414,0.3157894736842105,3
haberman_survival,tabpfn_distpfn,observed,0.1,0.3,minority_to_majority,0.5,0.0,0.0,0.0,0.4297923287029162,0.07765889490518525,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6245471014492754,0.059675721722939785,0.22445905443249803,0.006001776602135962,0.7587578882569286,0.027744316676962096,0.2039125724451458,0.007758281692466987,0.3076923076923077,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.0,clean,0.5276268115942029,0.04785104133229232,0.0625,0.10825317547305482,0.5062935167255059,0.0788325401233001,0.4781813865147198,0.0905091127127042,0.25,0.4330127018922193,0.0625,0.10825317547305482,0.7305253623188405,0.0817488156867017,0.17956148904283173,0.006295211495722348,0.5490111469156931,0.013277545659762684,0.1055857331283584,0.024187803954801357,0.0,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.05,majority_to_minority,0.5,0.0,0.0,0.0,0.47138834391341433,0.023218581544195024,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6856884057971014,0.01909841559350149,0.18849729711401841,0.001849815542375197,0.562855498403885,0.005601819829059112,0.08387732605148779,0.0059482776330335285,0.037037037037037,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.05,minority_to_majority,0.5208333333333334,0.01804219591217582,0.041666666666666664,0.036084391824351615,0.506962961036159,0.10341344687354147,0.46779535628720165,0.036259990334848245,0.6666666666666666,0.5773502691896258,0.041666666666666664,0.036084391824351615,0.6992753623188407,0.04623726014100073,0.18125265299109372,0.004575075508564197,0.5488853874989003,0.010988215114045734,0.11365629938581097,0.018214622399051708,0.0384615384615384,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.1,majority_to_minority,0.5208333333333334,0.036084391824351594,0.041666666666666664,0.07216878364870323,0.5471191550119464,0.0654230824506883,0.4656417423713021,0.06878981194747114,0.3333333333333333,0.5773502691896258,0.041666666666666664,0.07216878364870323,0.7033514492753623,0.034199838709928584,0.17971325553508133,0.010035245344075844,0.5430825960059793,0.021403976803913326,0.0823169246312492,0.028944742152183567,0.1034482758620689,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.1,minority_to_majority,0.5,0.0,0.0,0.0,0.47331103465156604,0.06725685913522618,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7051630434782608,0.06625992475682957,0.18874861047503408,0.007329407440684421,0.5709552480787631,0.028136484751543244,0.12445396365007831,0.004606578758673086,0.1153846153846153,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.2,majority_to_minority,0.5307971014492754,0.054523041830240704,0.08333333333333333,0.09547032697824666,0.4697934497393832,0.13606126540663457,0.49512581310826925,0.08934436136778388,0.4166666666666667,0.5204164998665332,0.08333333333333333,0.09547032697824666,0.6915760869565216,0.09806874719558874,0.17724766482093499,0.013639351684770477,0.5392924228890453,0.027810366868913482,0.0826333005243217,0.038485522697908454,0.1875,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.2,minority_to_majority,0.5,0.0,0.0,0.0,0.4592340569418714,0.05202819618468367,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6689311594202899,0.030806257963186482,0.19342585519869485,0.008789721525007635,0.6272934239064495,0.03606565878641191,0.1451294209155099,0.022330441283739188,0.1923076923076923,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.3,majority_to_minority,0.5,0.0,0.0,0.0,0.49785102217696325,0.058345797118813346,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7042572463768115,0.048469138573540994,0.17883791158696538,0.007387619745733589,0.5390163657525049,0.019166538625440207,0.06028755602338117,0.00941703859891703,0.2972972972972973,3
haberman_survival,tabpfn_distpfn,observed,0.2,0.3,minority_to_majority,0.5,0.0,0.0,0.0,0.4902624175914288,0.021834354974622577,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7019927536231885,0.02477835247426687,0.20642184463305868,0.0006119400808596752,0.6293876114761076,0.008177489607603611,0.15341857284166918,0.015163276091655058,0.3076923076923077,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.0,clean,0.6770833333333334,0.024355669673457876,0.5208333333333334,0.07216878364870322,0.5507627500646686,0.06299722114253863,0.6766578831796223,0.02872024889019916,0.5319444444444444,0.0717263962981965,0.5208333333333334,0.07216878364870322,0.7391304347826088,0.07766880036928218,0.18204268878214688,0.011994763526806658,0.5504493731653858,0.02999833890482419,0.17231176295877385,0.006793833616489131,0.0,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.05,majority_to_minority,0.6182065217391305,0.05298913043478258,0.5625,0.0625,0.4692419837007528,0.05486273412531213,0.5944042370521602,0.05006395708702833,0.3765942028985507,0.057407908226185224,0.5625,0.0625,0.6915760869565216,0.026598874932679224,0.21272443801545537,0.0036961999227685103,0.6152670656236605,0.007155463581251197,0.2014994828463592,0.01157967637522033,0.044117647058823505,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.05,minority_to_majority,0.666213768115942,0.004367595453348279,0.5208333333333334,0.09547032697824666,0.5750278420545686,0.009090806817089953,0.6615907873740354,0.016267611116650735,0.5060386473429951,0.07445923981545104,0.5208333333333334,0.09547032697824666,0.7454710144927535,0.0496636870876361,0.18230925262002798,0.006514195787941292,0.5466195288015864,0.009984297326808578,0.16766693988535877,0.010255702707870884,0.0461538461538461,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.1,majority_to_minority,0.6585144927536232,0.02016797470852563,0.5371376811594203,0.12250382566715044,0.5393481181809104,0.020133497067347555,0.6458932006544669,0.014511203665430355,0.4686609686609686,0.061385929989787,0.5416666666666666,0.13010412496663332,0.7477355072463768,0.048440564749476875,0.20743484495234468,0.00885693398612986,0.6072184141395915,0.01802442482017678,0.2031201983165386,0.029552260323704206,0.0972222222222222,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.1,minority_to_majority,0.6354166666666666,0.02166824948171319,0.4375,0.0625,0.46829975425459597,0.07592600080492053,0.6383829756948152,0.022662964895271275,0.48148148148148145,0.05008089980412237,0.4375,0.0625,0.6911231884057972,0.0683017714305058,0.19095658050887823,0.015495976398419334,0.5710289984776372,0.037831066337603594,0.1323833873226834,0.0258538907363271,0.0923076923076923,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.2,majority_to_minority,0.595108695652174,0.10394687745073457,0.39855072463768115,0.2547593598731442,0.4752257007423997,0.13382797884932127,0.48281000775731325,0.17237447523489144,0.3281082887700535,0.075955854704329,0.7916666666666666,0.09547032697824667,0.6707427536231885,0.10542010323816534,0.2777225978186174,0.057203729784568016,0.7592998281844282,0.12411737914235581,0.33466025016976664,0.06957170827592302,0.19753086419753077,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.2,minority_to_majority,0.5919384057971014,0.022421909047982864,0.2708333333333333,0.03608439182435161,0.49309520712816696,0.06432168703379597,0.5998129350662735,0.02747813838154826,0.5853479853479854,0.20804184011263505,0.2708333333333333,0.03608439182435161,0.697463768115942,0.034064625323184494,0.17930373692452983,0.007690840784815706,0.541426037481808,0.015092793710113322,0.12813249000207064,0.06490057975085456,0.20000000000000004,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.3,majority_to_minority,0.49320652173913043,0.01176664950794073,0.0072463768115942,0.01255109280847012,0.4663638679538216,0.08444739269400418,0.20948605488079167,0.007548017183231446,0.25537634408602145,0.004656050557980793,0.9791666666666666,0.036084391824351615,0.6304347826086957,0.13953447139917938,0.4228083290223288,0.009468354317090304,1.0770900848538514,0.024013575965928076,0.49044583715319295,0.012026897920657668,0.3010752688172043,3
haberman_survival,tabpfn_distpfn,observed,0.5,0.3,minority_to_majority,0.5104166666666666,0.018042195912175797,0.020833333333333332,0.036084391824351615,0.49291461854416946,0.10518739013436691,0.4468606411065637,0.03625999033484826,0.3333333333333333,0.5773502691896258,0.020833333333333332,0.036084391824351615,0.6757246376811595,0.07633020285620028,0.18622939683860038,0.004455089824604647,0.5593753467105049,0.01020466769114683,0.11305384817949136,0.054151193554162015,0.3076923076923077,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.0,clean,0.5,0.0,0.0,0.0,0.3603944569380492,0.06459206540322875,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6109601449275363,0.06754758315787066,0.23939980098434824,0.000667417387502177,0.8717498310806904,0.006427659254728372,0.2222516039147591,0.0035413826296355044,0.0,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.05,majority_to_minority,0.5,0.0,0.0,0.0,0.46019821731521954,0.0673489927042768,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6884057971014492,0.04123553633597552,0.2358389912524953,0.0024189106021658613,0.8511533088076745,0.0329414502910601,0.22176046910150707,0.004496897005760556,0.0,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.05,minority_to_majority,0.5,0.0,0.0,0.0,0.477331527410559,0.04613639618655442,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6485507246376812,0.10977792827051108,0.23365469420710647,0.0031914279639670613,0.8223464402347244,0.017536492562424767,0.21388345335739278,0.008381381283060504,0.0,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.1,majority_to_minority,0.5,0.0,0.0,0.0,0.37550068309645274,0.0589887512589953,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6127717391304347,0.08347136538125273,0.23258345649196419,0.0012798225860681915,0.8131719890707755,0.021373952404834737,0.2116028997339797,0.007355111902255431,0.1428571428571428,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.1,minority_to_majority,0.5,0.0,0.0,0.0,0.5255748989118422,0.05673315720224318,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7250905797101449,0.030580714930003253,0.2372996465885466,0.005807140972926728,1.01358299434633,0.08371689567360643,0.23532739268240013,0.007229504392320194,0.1666666666666666,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.2,majority_to_minority,0.5,0.0,0.0,0.0,0.41010319172467713,0.09493996124118091,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.625,0.03638793951315774,0.2227452502187802,0.006429341955586182,0.7306408139075669,0.026471083133625846,0.18998389992273593,0.0034442976645203014,0.25,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.2,minority_to_majority,0.5,0.0,0.0,0.0,0.38461473889255826,0.09700919530751187,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.08487498886386279,0.2406632908154104,0.004008199282034745,0.949268859495595,0.021610907557106228,0.23206857365209796,0.006778099853914843,0.1666666666666666,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.3,majority_to_minority,0.5,0.0,0.0,0.0,0.41347209488354725,0.1526782485177732,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6064311594202899,0.1347787964412358,0.2167729781600278,0.007938885085628806,0.7044489921956577,0.013316875530791457,0.1831087609513049,0.0036920612931568056,0.3333333333333333,3
haberman_survival,tabpfn_distpfn,oracle,0.05,0.3,minority_to_majority,0.5,0.0,0.0,0.0,0.4499034567039326,0.050066141632566674,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6757246376811595,0.060352449276430756,0.24552638616471176,0.004588093989311596,1.006367689276409,0.04535680317997014,0.23771123187118828,0.004436390335933368,0.3333333333333333,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.0,clean,0.5,0.0,0.0,0.0,0.5141585473860876,0.042406320882436364,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.71875,0.019130608478707577,0.2104384698822878,0.0057143193257861965,0.6706050719077065,0.027350457844595336,0.18174110268142277,0.0100374779539265,0.0,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.05,majority_to_minority,0.5,0.0,0.0,0.0,0.4539458981925391,0.02984777550238613,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7060688405797101,0.0857764627247894,0.207851819677475,0.006927388789949056,0.6650902377611573,0.05294042166339325,0.17316802951597754,0.01584377916008622,0.0714285714285714,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.05,minority_to_majority,0.5,0.0,0.0,0.0,0.49584917922411,0.05873475198840452,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7128623188405797,0.019528542266621738,0.2156420478148572,0.007163293118802197,0.6993130265671259,0.01909983683738644,0.18875287186439915,0.0036256308886584857,0.0769230769230769,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.1,majority_to_minority,0.5172101449275363,0.01586438395664581,0.041666666666666664,0.036084391824351615,0.4981984975671765,0.018264647821556658,0.46491328494537115,0.0340396809140008,0.5,0.5,0.041666666666666664,0.036084391824351615,0.6788949275362319,0.04932801278568166,0.20170403734077902,0.012529105497935858,0.6656904757644506,0.01804845670031941,0.16726502455003492,0.008649815233806148,0.0714285714285714,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.1,minority_to_majority,0.5,0.0,0.0,0.0,0.43186170028244847,0.09958599931754805,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6766304347826088,0.04897433508890911,0.22161129957855863,0.005541400578045066,0.7132188750069596,0.022879117790903725,0.19032196787697755,0.005141841014236033,0.0769230769230769,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.2,majority_to_minority,0.4963768115942029,0.006275546404235051,0.0,0.0,0.42533622897781503,0.05427942789239828,0.4241375331718011,0.0030975871140322274,0.0,0.0,0.0,0.0,0.657608695652174,0.0374011674144043,0.20301217103602753,0.004063660125646628,0.623428634739547,0.007303473388612153,0.14350666928705863,0.007826249349986823,0.1875,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.2,minority_to_majority,0.5,0.0,0.0,0.0,0.4917579408718747,0.11737671718770451,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6544384057971016,0.08820628036033662,0.22436551175166644,0.007111352483990879,0.8276215349188512,0.030859368098526137,0.20853744230037785,0.003688458893112641,0.2307692307692307,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.3,majority_to_minority,0.5104166666666666,0.01804219591217582,0.020833333333333332,0.036084391824351615,0.5332669439195549,0.09067231774680598,0.4468606411065637,0.036259990334848245,0.3333333333333333,0.5773502691896258,0.020833333333333332,0.036084391824351615,0.6884057971014492,0.0606271152490237,0.1855387080399372,0.004358251142681495,0.5630504661547742,0.012311825274068997,0.11907207396530754,0.011904295330111697,0.3157894736842105,3
haberman_survival,tabpfn_distpfn,oracle,0.1,0.3,minority_to_majority,0.5,0.0,0.0,0.0,0.4297923287029162,0.07765889490518525,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6245471014492754,0.059675721722939785,0.23355460621546262,0.004694335250340587,0.8415913249766448,0.02936499693162328,0.21539777635110116,0.004725864829304703,0.3076923076923077,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.0,clean,0.5276268115942029,0.04785104133229232,0.0625,0.10825317547305482,0.5062935167255059,0.0788325401233001,0.4781813865147198,0.0905091127127042,0.25,0.4330127018922193,0.0625,0.10825317547305482,0.7305253623188405,0.0817488156867017,0.17956148904283173,0.006295211495722348,0.5490111469156931,0.013277545659762684,0.1055857331283584,0.024187803954801357,0.0,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.05,majority_to_minority,0.5,0.0,0.0,0.0,0.47138834391341433,0.023218581544195024,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6856884057971014,0.01909841559350149,0.1871987067004144,0.0017812496335931286,0.5590815543581628,0.005258460235234013,0.07707723096981572,0.0060954198381828854,0.037037037037037,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.05,minority_to_majority,0.5208333333333334,0.01804219591217582,0.041666666666666664,0.036084391824351615,0.506962961036159,0.10341344687354147,0.46779535628720165,0.036259990334848245,0.6666666666666666,0.5773502691896258,0.041666666666666664,0.036084391824351615,0.6992753623188407,0.04623726014100073,0.18266907025854726,0.004456259205375042,0.5534787090476757,0.011280316677914641,0.11866391121597457,0.003120811450051731,0.0384615384615384,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.1,majority_to_minority,0.53125,0.05412658773652741,0.0625,0.10825317547305482,0.5471191550119464,0.0654230824506883,0.4826139422630651,0.09818652447621963,0.3333333333333333,0.5773502691896258,0.0625,0.10825317547305482,0.7033514492753623,0.034199838709928584,0.1768529809543881,0.01008180268912664,0.5357599575030277,0.021886931837872124,0.06675816034041973,0.018275493261847162,0.1034482758620689,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.1,minority_to_majority,0.5,0.0,0.0,0.0,0.47331103465156604,0.06725685913522618,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7051630434782608,0.06625992475682957,0.19386233163129218,0.006865982406834304,0.5897555587337487,0.028293318457009674,0.13261449648424006,0.004606287437741715,0.1153846153846153,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.2,majority_to_minority,0.5652173913043478,0.05674079624407909,0.16666666666666666,0.14433756729740646,0.4697934497393832,0.13606126540663457,0.5462574248331341,0.10442965117060035,0.41269841269841273,0.3605656092571602,0.16666666666666666,0.14433756729740646,0.6915760869565216,0.09806874719558874,0.173894287311912,0.014688950245332125,0.5290144527850554,0.03291782717966284,0.04752946499892463,0.03529917738339602,0.1875,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.2,minority_to_majority,0.5,0.0,0.0,0.0,0.4592340569418714,0.05202819618468367,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.6689311594202899,0.030806257963186482,0.2014737080032171,0.009112860671960625,0.6666495062656842,0.042500970030137114,0.16195419933616173,0.02258818299318014,0.1923076923076923,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.3,majority_to_minority,0.5339673913043478,0.03113162836247172,0.10416666666666667,0.09547032697824666,0.49785102217696325,0.058345797118813346,0.5023117042724886,0.06840916637916909,0.3333333333333333,0.2886751345948129,0.10416666666666667,0.09547032697824666,0.7042572463768115,0.048469138573540994,0.18700652651050167,0.010370682126432041,0.5614442656032225,0.023606698922159365,0.13053095333330508,0.04989874194989151,0.2972972972972973,3
haberman_survival,tabpfn_distpfn,oracle,0.2,0.3,minority_to_majority,0.5,0.0,0.0,0.0,0.4902624175914288,0.021834354974622577,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,0.7019927536231885,0.02477835247426687,0.22036326453629654,0.0008069558930348659,0.7043677639193046,0.01227130546594844,0.18623752528417944,0.008267231537869754,0.3076923076923077,3
haberman_survival,tabpfn_distpfn,oracle,0.5,0.0,clean,0.6770833333333334,0.024355669673457876,0.5208333333333334,0.07216878364870322,0.5507627500646686,0.06299722114253863,0.6766578831796223,0.02872024889019916,0.5319444444444444,0.0717263962981965,0.5208333333333334,0.07216878364870322,0.7391304347826088,0.07766880036928218,0.18204268878214688,0.011994763526806658,0.5504493731653858,0.02999833890482419,0.17231176295877385,0.006793833616489131,0.0,3
