dataset,method,prior_mode,r,c,direction,balanced_accuracy_mean,balanced_accuracy_std,worst_class_recall_mean,worst_class_recall_std,auprc_mean,auprc_std,macro_f1_mean,macro_f1_std,minority_precision_mean,minority_precision_std,minority_recall_mean,minority_recall_std,auroc_mean,auroc_std,brier_mean,brier_std,log_loss_mean,log_loss_std,ece_mean,ece_std,realized_c_mean,n_seeds,baseline_ba,baseline_brier,balanced_accuracy_gain,brier_gain
banknote_authentication,xgb_weighted,,0.2,0.05,minority_to_majority,0.9863387978142076,0.0085314180305989,0.9726775956284154,0.0170628360611978,1.0,0.0,0.987676646614858,0.0077069807660958,1.0,0.0,0.9726775956284154,0.0170628360611978,1.0,0.0,0.0086649525910615,0.0038179351027697,0.0339107848703861,0.0098402593773125,0.023250641021313,0.0015360243049737,0.046875,3,0.9767759562841531,0.0163410700236757,0.009562841530054489,0.007676117432614199
banknote_authentication,xgb_weighted,,0.2,0.1,majority_to_minority,0.9855441265759493,0.0121328638453476,0.978731383263688,0.0160738775291209,0.9983899582992516,0.0022268032173633,0.9852936079913333,0.0132266444877462,0.9813721631903451,0.025444902525459,0.9863387978142076,0.0047323792556526,0.9987142397942784,0.0017638570270174,0.0122510534711181,0.0092165394679534,0.0489768075446287,0.0300016786959964,0.0253314378010955,0.0057089646497003,0.0985915492957745,3,0.9784367298832102,0.0145224813992778,0.007107396692739076,0.0022714279281596996
banknote_authentication,xgb_weighted,,0.2,0.1,minority_to_majority,0.9549180327868854,0.0040983606557377,0.9098360655737706,0.0081967213114753,0.999825293024433,0.0001513119533259,0.9590414641284112,0.003769844694553,1.0,0.0,0.9098360655737706,0.0081967213114753,0.99985713775492,0.000123722333481,0.0235762720306714,0.0039106864689628,0.0772444407145181,0.0101275328013592,0.0433597523879936,0.0029031704952674,0.1015625,3,0.9521857923497268,0.032500193764766,0.002732240437158584,0.008923921734094595
banknote_authentication,xgb_weighted,,0.2,0.2,majority_to_minority,0.9798385656630596,0.006553507451109,0.9651416122004358,0.0136056601272296,0.9983521126558218,0.0012319209354891,0.9779858793324776,0.0073121625578235,0.958081317204301,0.0158396364041211,0.9945355191256832,0.0047323792556527,0.9986963820136432,0.0009736994807111,0.0179964806884526,0.0057458054799782,0.068264262129863,0.0173715202884508,0.0310454598723938,0.0018767433010259,0.2,3,0.984195864138005,0.0148832332342862,-0.00435729847494537,-0.0031132474541663985
banknote_authentication,xgb_weighted,,0.2,0.2,minority_to_majority,0.9480874316939892,0.0307604651617423,0.8961748633879781,0.0615209303234846,0.9995637365239156,0.0001464809880651,0.95255625209641,0.0284245692333162,1.0,0.0,0.8961748633879781,0.0615209303234846,0.9996428443872996,0.000123722333481,0.0386215889205534,0.0146919833294712,0.1303175911307334,0.0441228162541276,0.0673074913696583,0.0193524949186626,0.203125,3,0.9098360655737704,0.0571820798019567,0.038251366120218844,0.018560490881403297
banknote_authentication,xgb_weighted,,0.2,0.3,majority_to_minority,0.9702935819136398,0.0026082295811067,0.954248366013072,0.0172924922291802,0.9965589328174456,0.0035964303962367,0.9682103153429712,0.0041459355235826,0.9454335986594052,0.0187112001874126,0.9863387978142076,0.0125206986200979,0.996857030608236,0.0034704335079671,0.0268028893818457,0.0034246406327059,0.0996752033631006,0.0144420421893014,0.0429892840687975,0.0103852904671393,0.3005464480874317,3,0.9765527340262152,0.0218296467016139,-0.006259152112575439,-0.004973242680231801
banknote_authentication,xgb_weighted,,0.2,0.3,minority_to_majority,0.8825136612021858,0.0189295170226107,0.7650273224043715,0.0378590340452213,0.9979810072196124,0.0004624546332885,0.8904894369965662,0.0185691590471094,1.0,0.0,0.7650273224043715,0.0378590340452213,0.9983749419622128,0.0003875590987929,0.080981728931268,0.0093359717325112,0.2666851927836736,0.035425318531606,0.1178622872421912,0.0134743214413296,0.296875,3,0.8360655737704917,0.1034641837080319,0.04644808743169404,0.022482454776763902
banknote_authentication,xgb_weighted,,0.5,0.0,clean,0.9986338797814208,0.0023661896278262,0.9972677595628416,0.0047323792556526,1.0,0.0,0.9987712407787206,0.0021282734015247,1.0,0.0,0.9972677595628416,0.0047323792556526,1.0,0.0,0.0015757350289883,0.0012353934018033,0.0125798778608441,0.0032507657685973,0.0112615619001514,0.0019112412081067,0.0,3,0.9986338797814208,0.0016080026010361,0.0,3.2267572047800074e-05
banknote_authentication,xgb_weighted,,0.5,0.05,majority_to_minority,0.9912854030501088,0.0049919125217383,0.982570806100218,0.0099838250434767,0.9995924728833144,0.0005937432436786,0.9902031457274728,0.0056050034004886,0.9787079623177184,0.0120386076351624,1.0,0.0,0.9996785599485696,0.0004670415668639,0.0097581211787958,0.0039626643214914,0.0459351011862357,0.0154892094662168,0.0282613574826355,0.0019182391677692,0.0504451038575667,3,0.9880174291938998,0.0101537094451486,0.0032679738562090277,0.00039558826635280146
banknote_authentication,xgb_weighted,,0.5,0.05,minority_to_majority,0.9877049180327868,0.0147768494896065,0.9754098360655736,0.029553698979213,0.9999120308160888,0.0001523670960344,0.9888903247442128,0.0133712264868813,1.0,0.0,0.9754098360655736,0.029553698979213,0.99992856887746,0.0001237223334811,0.0095958573122818,0.0063602779307328,0.0388768551250298,0.0182522345077499,0.0272448352989598,0.0113483473218657,0.05,3,0.9849726775956285,0.010117464698851,0.002732240437158362,0.0005216073865691988
banknote_authentication,xgb_weighted,,0.5,0.1,majority_to_minority,0.9782135076252724,0.0105050661884455,0.9564270152505446,0.021010132376891,0.9994915019796546,0.0002611381698636,0.9755809064584228,0.0117431063743681,0.9485864161284008,0.0240095511274975,1.0,0.0,0.9995892710453944,0.0002165140835919,0.0207367409020661,0.0057458691260718,0.0807742724816003,0.0147596879837264,0.0516143378479913,0.0088255988178244,0.1011235955056179,3,0.9782135076252724,0.0230269922564426,0.0,0.0022902513543765005
