dataset,r,c,direction,method,balanced_accuracy_observed,balanced_accuracy_oracle
breast_cancer_wisconsin,0.2,0.2,minority_to_majority,tabpfn_distpfn,0.9064153439153438,0.8849206349206349
breast_cancer_wisconsin,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.9566798941798944,0.9563492063492064
breast_cancer_wisconsin,0.2,0.3,minority_to_majority,tabpfn_distpfn,0.861111111111111,0.8214285714285715
breast_cancer_wisconsin,0.5,0.0,clean,tabpfn_distpfn,0.9659391534391536,0.9659391534391536
breast_cancer_wisconsin,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.95734126984127,0.955026455026455
breast_cancer_wisconsin,0.5,0.05,minority_to_majority,tabpfn_distpfn,0.9517195767195769,0.9460978835978836
breast_cancer_wisconsin,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.964616402116402,0.9632936507936508
breast_cancer_wisconsin,0.5,0.1,minority_to_majority,tabpfn_distpfn,0.9484126984126984,0.9365079365079366
breast_cancer_wisconsin,0.5,0.2,majority_to_minority,tabpfn_distpfn,0.9593253968253967,0.9434523809523808
breast_cancer_wisconsin,0.5,0.2,minority_to_majority,tabpfn_distpfn,0.9206349206349206,0.8849206349206349
breast_cancer_wisconsin,0.5,0.3,majority_to_minority,tabpfn_distpfn,0.9318783068783068,0.5347222222222222
breast_cancer_wisconsin,0.5,0.3,minority_to_majority,tabpfn_distpfn,0.876984126984127,0.6587301587301587
south_german_credit,0.05,0.0,clean,tabpfn_distpfn,0.5,0.5
south_german_credit,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.5111111111111111,0.5111111111111111
south_german_credit,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.05,0.1,minority_to_majority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.05,0.2,minority_to_majority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.05,0.3,minority_to_majority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.1,0.0,clean,tabpfn_distpfn,0.5055555555555555,0.5055555555555555
south_german_credit,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.5182539682539683,0.5170634920634921
south_german_credit,0.1,0.05,minority_to_majority,tabpfn_distpfn,0.5297619047619048,0.5293650793650794
south_german_credit,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.5031746031746032,0.5075396825396825
south_german_credit,0.1,0.1,minority_to_majority,tabpfn_distpfn,0.5047619047619047,0.4988095238095238
south_german_credit,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.5031746031746032,0.5115079365079366
south_german_credit,0.1,0.2,minority_to_majority,tabpfn_distpfn,0.4988095238095238,0.5
south_german_credit,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.5063492063492063,0.5325396825396825
south_german_credit,0.1,0.3,minority_to_majority,tabpfn_distpfn,0.5,0.5
south_german_credit,0.2,0.0,clean,tabpfn_distpfn,0.596031746031746,0.596031746031746
south_german_credit,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.5932539682539683,0.5944444444444444
south_german_credit,0.2,0.05,minority_to_majority,tabpfn_distpfn,0.5682539682539683,0.5551587301587301
south_german_credit,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.5936507936507937,0.6162698412698413
south_german_credit,0.2,0.1,minority_to_majority,tabpfn_distpfn,0.5305555555555556,0.5107142857142857
south_german_credit,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.5805555555555556,0.6317460317460317
south_german_credit,0.2,0.2,minority_to_majority,tabpfn_distpfn,0.523015873015873,0.5142857142857143
south_german_credit,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.6015873015873016,0.6781746031746031
south_german_credit,0.2,0.3,minority_to_majority,tabpfn_distpfn,0.5075396825396825,0.5027777777777778
south_german_credit,0.5,0.0,clean,tabpfn_distpfn,0.7075396825396826,0.7075396825396826
south_german_credit,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.7075396825396826,0.7091269841269842
south_german_credit,0.5,0.05,minority_to_majority,tabpfn_distpfn,0.6777777777777777,0.6746031746031745
south_german_credit,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.6944444444444445,0.684920634920635
south_german_credit,0.5,0.1,minority_to_majority,tabpfn_distpfn,0.6956349206349207,0.6797619047619049
south_german_credit,0.5,0.2,majority_to_minority,tabpfn_distpfn,0.6932539682539681,0.6456349206349207
south_german_credit,0.5,0.2,minority_to_majority,tabpfn_distpfn,0.6400793650793651,0.5626984126984127
south_german_credit,0.5,0.3,majority_to_minority,tabpfn_distpfn,0.5841269841269842,0.5051587301587301
south_german_credit,0.5,0.3,minority_to_majority,tabpfn_distpfn,0.5638888888888889,0.5115079365079366
spambase,0.05,0.0,clean,tabpfn_distpfn,0.935826989346051,0.935826989346051
spambase,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.9426424558389368,0.9428029068791534
spambase,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.9251286076799272,0.9226724725258448
spambase,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.9387422613229064,0.9407614759520916
spambase,0.05,0.1,minority_to_majority,tabpfn_distpfn,0.9319934437236488,0.929675543311907
spambase,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.92696515497102,0.933116601005164
spambase,0.05,0.2,minority_to_majority,tabpfn_distpfn,0.9220084520671032,0.9141809097820828
spambase,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.925427293462484,0.9337584051660298
spambase,0.05,0.3,minority_to_majority,tabpfn_distpfn,0.8992120619686602,0.8822955853747643
spambase,0.1,0.0,clean,tabpfn_distpfn,0.9504255655282048,0.9504255655282048
spambase,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.9490703713577614,0.9506082328662974
spambase,0.1,0.05,minority_to_majority,tabpfn_distpfn,0.941563731153174,0.941242829072741
spambase,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.9480138629698748,0.9483347650503076
spambase,0.1,0.1,minority_to_majority,tabpfn_distpfn,0.945076374695143,0.9430571600659576
spambase,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.941469929006586,0.9464044156126268
spambase,0.1,0.2,minority_to_majority,tabpfn_distpfn,0.9318774252791848,0.9244868035190617
spambase,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.9419068495314828,0.9469302013290284
spambase,0.1,0.3,minority_to_majority,tabpfn_distpfn,0.9295817411653188,0.9137439892571856
spambase,0.2,0.0,clean,tabpfn_distpfn,0.9576779525459878,0.9576779525459878
spambase,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.9558414052548948,0.956920129940658
spambase,0.2,0.05,minority_to_majority,tabpfn_distpfn,0.9503539796794928,0.9503317633816168
spambase,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.9509957838403584,0.9539110558172142
spambase,0.2,0.1,minority_to_majority,tabpfn_distpfn,0.9444790031300294,0.9393840654837724
spambase,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.9459452787898536,0.9480089260147913
spambase,0.2,0.2,minority_to_majority,tabpfn_distpfn,0.935528303563494,0.92154931524433
spambase,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.9452096724823996,0.9458909722839342
spambase,0.2,0.3,minority_to_majority,tabpfn_distpfn,0.9210901784215568,0.8893430887565786
spambase,0.5,0.0,clean,tabpfn_distpfn,0.9604772060783792,0.9604772060783792
spambase,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.9548293294627604,0.9544146252357396
spambase,0.5,0.05,minority_to_majority,tabpfn_distpfn,0.9481965303079672,0.9439038478627922
spambase,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.9542541741955232,0.9529878452165842
spambase,0.5,0.1,minority_to_majority,tabpfn_distpfn,0.9507464676086376,0.9464093525677102
spambase,0.5,0.2,majority_to_minority,tabpfn_distpfn,0.947749735872903,0.9425511221698906
spambase,0.5,0.2,minority_to_majority,tabpfn_distpfn,0.9348149135539164,0.9112878541031034
spambase,0.5,0.3,majority_to_minority,tabpfn_distpfn,0.921206196866021,0.5128434886499402
spambase,0.5,0.3,minority_to_majority,tabpfn_distpfn,0.9081183289394432,0.6596413795827286
banknote_authentication,0.05,0.0,clean,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.9978213507625272,0.9978213507625272
banknote_authentication,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.993169398907104,0.993169398907104
banknote_authentication,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.9989106753812635,0.9989106753812635
banknote_authentication,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.9972677595628416,0.9972677595628416
banknote_authentication,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.9978213507625272,0.994553376906318
banknote_authentication,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.9989106753812635,0.9967320261437908
banknote_authentication,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.9945355191256832,0.993169398907104
banknote_authentication,0.1,0.0,clean,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.9978213507625272,0.9956427015250544
banknote_authentication,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.994553376906318,0.9923747276688454
banknote_authentication,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,1.0,0.9989106753812635
banknote_authentication,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.2,0.0,clean,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.9934640522875816,0.9934640522875816
banknote_authentication,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,1.0,0.9978213507625272
banknote_authentication,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.5,0.0,clean,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,1.0,1.0
banknote_authentication,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,1.0,0.9978213507625272
banknote_authentication,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,1.0,0.9986338797814208
banknote_authentication,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,0.9847494553376906,0.5740740740740741
banknote_authentication,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,1.0,0.9890710382513662
blood_transfusion,0.05,0.0,clean,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.1,0.0,clean,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.4970760233918128,0.4970760233918128
blood_transfusion,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.5017056530214424,0.5065789473684211
blood_transfusion,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.2,0.0,clean,tabpfn_distpfn_t,0.5543372319688109,0.5543372319688109
blood_transfusion,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.5862573099415205,0.5865009746588694
blood_transfusion,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.537280701754386,0.5355750487329435
blood_transfusion,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.5813840155945419,0.5923489278752436
blood_transfusion,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.5494639376218323,0.5355750487329435
blood_transfusion,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.6003898635477584,0.6293859649122807
blood_transfusion,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,0.5109649122807017,0.5092592592592592
blood_transfusion,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.5623781676413255,0.641812865497076
blood_transfusion,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
blood_transfusion,0.5,0.0,clean,tabpfn_distpfn_t,0.6776315789473685,0.6776315789473685
blood_transfusion,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.6939571150097464,0.6900584795321638
blood_transfusion,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.6866471734892787,0.6851851851851851
blood_transfusion,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,0.6864035087719298,0.6671539961013645
blood_transfusion,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,0.6642300194931773,0.6615497076023392
blood_transfusion,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,0.6345029239766081,0.5787037037037037
blood_transfusion,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,0.6683723196881092,0.5716374269005847
blood_transfusion,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,0.5399610136452241,0.5043859649122807
blood_transfusion,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,0.6064814814814815,0.5480019493177387
breast_cancer_wisconsin,0.05,0.0,clean,tabpfn_distpfn_t,0.9176587301587302,0.9176587301587302
breast_cancer_wisconsin,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.9646164021164022,0.9646164021164022
breast_cancer_wisconsin,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.95271164021164,0.9447751322751324
breast_cancer_wisconsin,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.9474206349206348,0.953042328042328
breast_cancer_wisconsin,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.9176587301587302,0.9160052910052912
breast_cancer_wisconsin,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.958994708994709,0.9576719576719576
breast_cancer_wisconsin,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.9328703703703706,0.9034391534391536
breast_cancer_wisconsin,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.9708994708994708,0.9603174603174603
breast_cancer_wisconsin,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.8802910052910052,0.8627645502645502
breast_cancer_wisconsin,0.1,0.0,clean,tabpfn_distpfn_t,0.951058201058201,0.951058201058201
breast_cancer_wisconsin,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.956679894179894,0.9606481481481484
breast_cancer_wisconsin,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.9543650793650794,0.956679894179894
breast_cancer_wisconsin,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.9636243386243386,0.9715608465608464
breast_cancer_wisconsin,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.9619708994708996,0.9642857142857144
breast_cancer_wisconsin,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.9669312169312168,0.9599867724867724
breast_cancer_wisconsin,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.9216269841269842,0.916005291005291
breast_cancer_wisconsin,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.9748677248677248,0.9563492063492064
breast_cancer_wisconsin,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.9080687830687828,0.8723544973544973
breast_cancer_wisconsin,0.2,0.0,clean,tabpfn_distpfn_t,0.9738756613756614,0.9738756613756614
breast_cancer_wisconsin,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.984126984126984,0.984126984126984
breast_cancer_wisconsin,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.9437830687830688,0.9437830687830688
breast_cancer_wisconsin,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.9692460317460316,0.9669312169312168
breast_cancer_wisconsin,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.9136904761904764,0.9120370370370372
breast_cancer_wisconsin,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.9623015873015872,0.9656084656084656
breast_cancer_wisconsin,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,0.9143518518518516,0.9007936507936508
breast_cancer_wisconsin,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.9606481481481484,0.9510582010582008
breast_cancer_wisconsin,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,0.873015873015873,0.8373015873015873
breast_cancer_wisconsin,0.5,0.0,clean,tabpfn_distpfn_t,0.9675925925925926,0.9675925925925926
breast_cancer_wisconsin,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.955026455026455,0.955026455026455
breast_cancer_wisconsin,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.9470899470899472,0.9517195767195769
breast_cancer_wisconsin,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,0.9623015873015872,0.960978835978836
breast_cancer_wisconsin,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,0.9540343915343916,0.9484126984126984
breast_cancer_wisconsin,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,0.9593253968253967,0.9441137566137566
breast_cancer_wisconsin,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,0.9325396825396824,0.9087301587301588
breast_cancer_wisconsin,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,0.9355158730158728,0.5654761904761905
breast_cancer_wisconsin,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,0.906415343915344,0.7976190476190478
south_german_credit,0.05,0.0,clean,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.5027777777777778,0.5027777777777778
south_german_credit,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.1,0.0,clean,tabpfn_distpfn_t,0.5055555555555555,0.5055555555555555
south_german_credit,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.5154761904761905,0.5182539682539683
south_german_credit,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.5210317460317461,0.5154761904761905
south_german_credit,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.4976190476190476,0.5047619047619047
south_german_credit,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.5031746031746032,0.5115079365079366
south_german_credit,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.5055555555555555,0.5357142857142857
south_german_credit,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.5,0.5
south_german_credit,0.2,0.0,clean,tabpfn_distpfn_t,0.5968253968253968,0.5968253968253968
south_german_credit,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.6119047619047618,0.6178571428571429
south_german_credit,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.582936507936508,0.5702380952380952
south_german_credit,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.6134920634920634,0.6285714285714286
south_german_credit,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.5587301587301587,0.5361111111111111
south_german_credit,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.601984126984127,0.6392857142857143
south_german_credit,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,0.5424603174603174,0.511904761904762
south_german_credit,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.6265873015873016,0.6972222222222223
south_german_credit,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,0.5075396825396825,0.5015873015873016
south_german_credit,0.5,0.0,clean,tabpfn_distpfn_t,0.7142857142857143,0.7142857142857143
south_german_credit,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.7075396825396826,0.709920634920635
south_german_credit,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.6781746031746031,0.6761904761904761
south_german_credit,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,0.6944444444444445,0.684920634920635
south_german_credit,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,0.6865079365079364,0.6912698412698411
south_german_credit,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,0.6948412698412699,0.655952380952381
south_german_credit,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,0.6678571428571428,0.5972222222222222
south_german_credit,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,0.6246031746031746,0.5134920634920636
south_german_credit,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,0.6051587301587301,0.5285714285714286
spambase,0.05,0.0,clean,tabpfn_distpfn_t,0.9412872616684934,0.9412872616684934
spambase,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.942913988368534,0.9446123009172864
spambase,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.9319440741728132,0.9302457616240608
spambase,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.9433064762976788,0.9428917720706576
spambase,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.9414254964108336,0.9395667328218648
spambase,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.9365132261026688,0.9347877603009568
spambase,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.935434501416906,0.9321538947638656
spambase,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.9339188562062464,0.9378634833180288
spambase,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.919088243135164,0.8998316498316498
spambase,0.1,0.0,clean,tabpfn_distpfn_t,0.952765682237823,0.952765682237823
spambase,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.9532470353584722,0.951454920663132
spambase,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.9459008461941012,0.9460390809364416
spambase,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.9487000997264926,0.9487445323222448
spambase,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.9511118022848228,0.948932136615421
spambase,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.9465648666528432,0.9509686305873988
spambase,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.9389471449588752,0.9332548357475045
spambase,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.9458070440475131,0.9494529853767392
spambase,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.9371772465614108,0.9274242917937934
spambase,0.2,0.0,clean,tabpfn_distpfn_t,0.960018069255606,0.960018069255606
spambase,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.957700168843864,0.9571027972787504
spambase,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.9525114290510184,0.9525114290510184
spambase,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.9545306436802038,0.9544368415336156
spambase,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.9474609240005134,0.9458786298962252
spambase,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.9470462197734923,0.945962558132646
spambase,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,0.9412428290727411,0.9332326194496284
spambase,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.9484458465396882,0.9436841533615726
spambase,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,0.9361478914264838,0.9065138185372787
spambase,0.5,0.0,clean,tabpfn_distpfn_t,0.9611190102392448,0.9611190102392448
spambase,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.9540937231553068,0.9550342130987292
spambase,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.9512722533250394,0.9488161181709568
spambase,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,0.9539554884129664,0.9522522389091304
spambase,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,0.952787898535699,0.9496677429228748
spambase,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,0.9481866563978002,0.9443210205673548
spambase,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,0.939290263337184,0.9251063913820512
spambase,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,0.9309739624988892,0.5307646356033452
spambase,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,0.92455345241269,0.8666849334004759
