dataset,r,c,direction,method,psg
banknote_authentication,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,-0.002178649237472574
banknote_authentication,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,-0.0010893246187364536
banknote_authentication,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,-0.002178649237472796
banknote_authentication,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.002178649237472796
banknote_authentication,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.001366120218579181
banknote_authentication,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.4106753812636166
banknote_authentication,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.010928961748633781
blood_transfusion,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
blood_transfusion,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
blood_transfusion,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.0
blood_transfusion,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.0
blood_transfusion,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
blood_transfusion,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
blood_transfusion,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.004873294346978696
blood_transfusion,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.0
blood_transfusion,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.0002436647173489348
blood_transfusion,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,-0.0017056530214425436
blood_transfusion,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.010964912280701733
blood_transfusion,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,-0.01388888888888884
blood_transfusion,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.028996101364522353
blood_transfusion,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.0017056530214425436
blood_transfusion,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.07943469785575041
blood_transfusion,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
blood_transfusion,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,-0.0038986354775826237
blood_transfusion,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,-0.0014619883040936088
blood_transfusion,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,-0.019249512670565294
blood_transfusion,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0026803118908380608
blood_transfusion,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.055799220272904404
blood_transfusion,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.09673489278752445
blood_transfusion,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.03557504873294337
blood_transfusion,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.0584795321637428
breast_cancer_wisconsin,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
breast_cancer_wisconsin,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,-0.007936507936507575
breast_cancer_wisconsin,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.00562169312169325
breast_cancer_wisconsin,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0016534391534390736
breast_cancer_wisconsin,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,-0.001322751322751392
breast_cancer_wisconsin,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,-0.029431216931216975
breast_cancer_wisconsin,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,-0.01058201058201047
breast_cancer_wisconsin,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,-0.017526455026455
breast_cancer_wisconsin,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.003968253968254398
breast_cancer_wisconsin,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.0023148148148145475
breast_cancer_wisconsin,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.007936507936507797
breast_cancer_wisconsin,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.0023148148148147696
breast_cancer_wisconsin,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,-0.006944444444444309
breast_cancer_wisconsin,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,-0.005621693121693139
breast_cancer_wisconsin,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,-0.01851851851851838
breast_cancer_wisconsin,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,-0.035714285714285476
breast_cancer_wisconsin,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
breast_cancer_wisconsin,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
breast_cancer_wisconsin,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,-0.0023148148148148806
breast_cancer_wisconsin,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0016534391534391846
breast_cancer_wisconsin,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.003306878306878369
breast_cancer_wisconsin,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.013558201058200825
breast_cancer_wisconsin,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,-0.009589947089947537
breast_cancer_wisconsin,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,-0.0357142857142857
breast_cancer_wisconsin,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
breast_cancer_wisconsin,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.00462962962962965
breast_cancer_wisconsin,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,-0.00132275132275117
breast_cancer_wisconsin,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.00562169312169325
breast_cancer_wisconsin,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.01521164021164012
breast_cancer_wisconsin,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.023809523809523614
breast_cancer_wisconsin,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.37003968253968234
breast_cancer_wisconsin,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.10879629629629617
haberman_survival,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,-0.0036231884057971175
haberman_survival,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
haberman_survival,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.006793478260869512
haberman_survival,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,-0.00045289855072461194
haberman_survival,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.08876811594202905
haberman_survival,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
haberman_survival,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.030797101449275388
haberman_survival,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.01449275362318836
haberman_survival,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,-0.004981884057970953
haberman_survival,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.050724637681159424
haberman_survival,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.11820652173913049
haberman_survival,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.07880434782608692
haberman_survival,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,0.0031702898550725056
haberman_survival,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.01041666666666663
htru2,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0012681376813770129
htru2,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,-0.001370638706387206
htru2,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.001878768787687779
htru2,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,-0.005030050300502964
htru2,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.004927549275492882
htru2,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,-0.033229082290823
htru2,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.0026856518565187004
htru2,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,-0.07957142071420709
htru2,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.00101626016260159
htru2,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,-0.0014731397313973993
htru2,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.0034544095440955935
htru2,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,-0.002997529975299784
htru2,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.005892558925589264
htru2,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,-0.03764850148501475
htru2,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.006648191481914756
htru2,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,-0.05167551675516757
htru2,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.00045687956879558733
htru2,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,-0.0019812698126981942
htru2,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.0013193881938819985
htru2,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.0001025010250101932
htru2,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.0017718927189271927
htru2,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.0033006580065800817
htru2,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.002732527325273071
htru2,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,-0.000508130081300795
htru2,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,-0.0002050020500203864
htru2,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,-0.00040562905629060175
htru2,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,0.000601881018810202
htru2,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0001493764937648967
htru2,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,0.00027250272502732376
htru2,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.007053820538205358
htru2,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.09891973919739228
htru2,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.030077800778007813
ionosphere,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
ionosphere,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
ionosphere,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.003043478260869481
ionosphere,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,-0.00666666666666671
ionosphere,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.015797101449275264
ionosphere,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,-0.03333333333333344
ionosphere,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.02492753623188404
ionosphere,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,-0.056376811594202936
ionosphere,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,-0.0036231884057972286
ionosphere,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,-0.003043478260869481
ionosphere,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,-0.001159420289854829
ionosphere,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,-0.00666666666666671
ionosphere,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,-0.011449275362319211
ionosphere,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,-0.026666666666666727
ionosphere,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.00855072463768125
ionosphere,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,-0.033333333333333326
ionosphere,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,-0.0036231884057970065
ionosphere,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,-0.003043478260869592
ionosphere,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.00971014492753619
ionosphere,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.007246376811594235
ionosphere,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.009130434782608665
ionosphere,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.02304347826086961
ionosphere,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,-0.0089855072463767
ionosphere,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,-0.046666666666666745
ionosphere,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,-0.007246376811594124
ionosphere,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
ionosphere,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,0.006086956521739184
ionosphere,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.01333333333333342
ionosphere,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.012608695652173818
ionosphere,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.046666666666666634
ionosphere,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.3579710144927537
ionosphere,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.07999999999999996
qsar_biodegradation,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0011569416498994345
qsar_biodegradation,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,-0.01170355466130113
qsar_biodegradation,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.014084507042253502
qsar_biodegradation,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,-0.017555331991951584
qsar_biodegradation,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.030315224681421893
qsar_biodegradation,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,-0.056270959087860395
qsar_biodegradation,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.05025150905432596
qsar_biodegradation,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,-0.05623742454728364
qsar_biodegradation,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,-3.353454057686278e-05
qsar_biodegradation,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,-0.002313883299798647
qsar_biodegradation,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.006941649899396496
qsar_biodegradation,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,-0.016431924882629123
qsar_biodegradation,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.013816230717639266
qsar_biodegradation,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,-0.005650570087189721
qsar_biodegradation,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.02432930918846421
qsar_biodegradation,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,-0.06321260898725689
qsar_biodegradation,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.0035043594902751662
qsar_biodegradation,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,-0.005818242790073702
qsar_biodegradation,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.003370221327967826
qsar_biodegradation,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,0.0001006036217303663
qsar_biodegradation,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.0056170355466129696
qsar_biodegradation,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.023373574782025508
qsar_biodegradation,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,-0.014721663313212563
qsar_biodegradation,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,-0.0444668008048289
qsar_biodegradation,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,-0.005985915492957794
qsar_biodegradation,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,3.353454057675176e-05
qsar_biodegradation,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,-0.0013916834339370299
qsar_biodegradation,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.017555331991951695
qsar_biodegradation,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.015979208584842364
qsar_biodegradation,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.04320925553319921
qsar_biodegradation,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.24325955734406435
qsar_biodegradation,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.1041415157612342
south_german_credit,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
south_german_credit,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
south_german_credit,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
south_german_credit,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
south_german_credit,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.0
south_german_credit,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
south_german_credit,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.0
south_german_credit,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
south_german_credit,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.002777777777777768
south_german_credit,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,-0.005555555555555536
south_german_credit,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.0071428571428571175
south_german_credit,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
south_german_credit,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.008333333333333415
south_german_credit,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
south_german_credit,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.030158730158730163
south_german_credit,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,0.0
south_german_credit,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.005952380952381042
south_german_credit,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,-0.012698412698412764
south_german_credit,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.015079365079365137
south_german_credit,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,-0.02261904761904765
south_german_credit,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.03730158730158739
south_german_credit,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.030555555555555447
south_german_credit,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.07063492063492072
south_german_credit,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,-0.005952380952380931
south_german_credit,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.0023809523809523725
south_german_credit,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,-0.001984126984126977
south_german_credit,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,-0.00952380952380949
south_german_credit,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,0.004761904761904745
south_german_credit,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.03888888888888897
south_german_credit,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.0706349206349206
south_german_credit,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.11111111111111105
south_german_credit,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.07658730158730154
spambase,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.001698312548752412
spambase,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,-0.001698312548752412
spambase,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,-0.0004147042270212786
spambase,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0018587635889688592
spambase,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,-0.0017254658017120672
spambase,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,-0.0032806066530404188
spambase,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.0039446271117824505
spambase,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,-0.019256593303514258
spambase,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,-0.0017921146953402411
spambase,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.0001382347423404262
spambase,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,4.443259575215297e-05
spambase,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0021796656694018646
spambase,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.004403763934555549
spambase,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,-0.005692309211370761
spambase,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.003645941329226021
spambase,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,-0.009752954767617394
spambase,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,-0.0005973715651136358
spambase,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
spambase,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,-9.380214658816222e-05
spambase,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0015822941042882288
spambase,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,-0.0010836616408463895
spambase,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.008010209623112718
spambase,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,-0.004761693178115589
spambase,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,-0.029634072889205054
spambase,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.0009404899434223291
spambase,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,-0.002456135154082606
spambase,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,-0.0017032495038360462
spambase,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.0031201556128241936
spambase,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.003865635830445413
spambase,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.01418387195513282
spambase,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.400209326895544
spambase,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.057868519012214126
statlog_heart,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
statlog_heart,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
statlog_heart,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,-0.005555555555555536
statlog_heart,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,-0.029166666666666674
statlog_heart,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,0.022222222222222143
statlog_heart,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,-0.022222222222222365
statlog_heart,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,0.08611111111111114
statlog_heart,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,-0.02083333333333337
statlog_heart,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.01388888888888895
statlog_heart,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,-0.006944444444444642
statlog_heart,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,0.00694444444444442
statlog_heart,0.1,0.1,minority_to_majority,tabpfn_distpfn_t,-0.00694444444444442
statlog_heart,0.1,0.2,majority_to_minority,tabpfn_distpfn_t,0.03472222222222232
statlog_heart,0.1,0.2,minority_to_majority,tabpfn_distpfn_t,-0.022222222222222143
statlog_heart,0.1,0.3,majority_to_minority,tabpfn_distpfn_t,0.08750000000000013
statlog_heart,0.1,0.3,minority_to_majority,tabpfn_distpfn_t,-0.03472222222222221
statlog_heart,0.2,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
statlog_heart,0.2,0.05,minority_to_majority,tabpfn_distpfn_t,-0.006944444444444531
statlog_heart,0.2,0.1,majority_to_minority,tabpfn_distpfn_t,0.022222222222222143
statlog_heart,0.2,0.1,minority_to_majority,tabpfn_distpfn_t,-0.01388888888888884
statlog_heart,0.2,0.2,majority_to_minority,tabpfn_distpfn_t,0.009722222222222188
statlog_heart,0.2,0.2,minority_to_majority,tabpfn_distpfn_t,-0.015277777777777835
statlog_heart,0.2,0.3,majority_to_minority,tabpfn_distpfn_t,0.022222222222222143
statlog_heart,0.2,0.3,minority_to_majority,tabpfn_distpfn_t,-0.10555555555555562
statlog_heart,0.5,0.05,majority_to_minority,tabpfn_distpfn_t,0.022222222222222254
statlog_heart,0.5,0.05,minority_to_majority,tabpfn_distpfn_t,0.004166666666666763
statlog_heart,0.5,0.1,majority_to_minority,tabpfn_distpfn_t,-0.004166666666666763
statlog_heart,0.5,0.1,minority_to_majority,tabpfn_distpfn_t,-0.00277777777777799
statlog_heart,0.5,0.2,majority_to_minority,tabpfn_distpfn_t,-0.04583333333333339
statlog_heart,0.5,0.2,minority_to_majority,tabpfn_distpfn_t,-0.009722222222222188
statlog_heart,0.5,0.3,majority_to_minority,tabpfn_distpfn_t,-0.1333333333333333
statlog_heart,0.5,0.3,minority_to_majority,tabpfn_distpfn_t,-0.05138888888888893
