dataset,r,c,direction,method,psg
banknote_authentication,0.05,0.2,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.05,0.3,majority_to_minority,tabpfn_distpfn,-0.0010893246187363426
banknote_authentication,0.05,0.3,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.0
banknote_authentication,0.1,0.05,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.1,0.1,majority_to_minority,tabpfn_distpfn,-0.0010893246187363426
banknote_authentication,0.1,0.1,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.1,0.2,majority_to_minority,tabpfn_distpfn,-0.002178649237472574
banknote_authentication,0.1,0.2,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.1,0.3,majority_to_minority,tabpfn_distpfn,-0.0010893246187364536
banknote_authentication,0.1,0.3,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.0
banknote_authentication,0.2,0.05,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.0
banknote_authentication,0.2,0.1,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.0
banknote_authentication,0.2,0.2,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.2,0.3,majority_to_minority,tabpfn_distpfn,-0.002178649237472796
banknote_authentication,0.2,0.3,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.0
banknote_authentication,0.5,0.05,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.0
banknote_authentication,0.5,0.1,minority_to_majority,tabpfn_distpfn,0.0
banknote_authentication,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.002178649237472796
banknote_authentication,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.006830601092896016
banknote_authentication,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.45642701525054474
banknote_authentication,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.057377049180328044
blood_transfusion,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.0
blood_transfusion,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.05,0.1,majority_to_minority,tabpfn_distpfn,-0.0014619883040936088
blood_transfusion,0.05,0.1,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.0
blood_transfusion,0.05,0.2,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.0
blood_transfusion,0.05,0.3,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.0
blood_transfusion,0.1,0.05,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.00462962962962965
blood_transfusion,0.1,0.1,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.004873294346978696
blood_transfusion,0.1,0.2,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.0
blood_transfusion,0.1,0.3,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.006335282651072083
blood_transfusion,0.2,0.05,minority_to_majority,tabpfn_distpfn,-0.00462962962962965
blood_transfusion,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.009502923976608235
blood_transfusion,0.2,0.1,minority_to_majority,tabpfn_distpfn,-0.00462962962962965
blood_transfusion,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.046052631578947345
blood_transfusion,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.006335282651072194
blood_transfusion,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.060916179337231924
blood_transfusion,0.2,0.3,minority_to_majority,tabpfn_distpfn,0.0
blood_transfusion,0.5,0.05,majority_to_minority,tabpfn_distpfn,-0.004873294346978585
blood_transfusion,0.5,0.05,minority_to_majority,tabpfn_distpfn,-0.006822612085769841
blood_transfusion,0.5,0.1,majority_to_minority,tabpfn_distpfn,-0.017787524366471685
blood_transfusion,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.014132553606237885
blood_transfusion,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.036306042884990175
blood_transfusion,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.1057504873294347
blood_transfusion,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.01851851851851849
blood_transfusion,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.042397660818713434
breast_cancer_wisconsin,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.003968253968253954
breast_cancer_wisconsin,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.0023148148148147696
breast_cancer_wisconsin,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.0016534391534389625
breast_cancer_wisconsin,0.05,0.1,minority_to_majority,tabpfn_distpfn,0.0
breast_cancer_wisconsin,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.0
breast_cancer_wisconsin,0.05,0.2,minority_to_majority,tabpfn_distpfn,-0.009589947089947093
breast_cancer_wisconsin,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.003306878306878258
breast_cancer_wisconsin,0.05,0.3,minority_to_majority,tabpfn_distpfn,-0.003968253968253954
breast_cancer_wisconsin,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.0
breast_cancer_wisconsin,0.1,0.05,minority_to_majority,tabpfn_distpfn,-0.003968253968253621
breast_cancer_wisconsin,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.00793650793650802
breast_cancer_wisconsin,0.1,0.1,minority_to_majority,tabpfn_distpfn,-0.003968253968254176
breast_cancer_wisconsin,0.1,0.2,majority_to_minority,tabpfn_distpfn,-0.0006613756613758071
breast_cancer_wisconsin,0.1,0.2,minority_to_majority,tabpfn_distpfn,-0.011243386243386277
breast_cancer_wisconsin,0.1,0.3,majority_to_minority,tabpfn_distpfn,-0.0092592592592593
breast_cancer_wisconsin,0.1,0.3,minority_to_majority,tabpfn_distpfn,-0.02314814814814814
breast_cancer_wisconsin,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.0
breast_cancer_wisconsin,0.2,0.05,minority_to_majority,tabpfn_distpfn,0.0
breast_cancer_wisconsin,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.0
breast_cancer_wisconsin,0.2,0.1,minority_to_majority,tabpfn_distpfn,-0.003968253968253954
breast_cancer_wisconsin,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.003306878306878369
breast_cancer_wisconsin,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.021494708994708955
breast_cancer_wisconsin,0.2,0.3,majority_to_minority,tabpfn_distpfn,-0.00033068783068801455
breast_cancer_wisconsin,0.2,0.3,minority_to_majority,tabpfn_distpfn,-0.03968253968253954
breast_cancer_wisconsin,0.5,0.05,majority_to_minority,tabpfn_distpfn,-0.0023148148148149916
breast_cancer_wisconsin,0.5,0.05,minority_to_majority,tabpfn_distpfn,-0.00562169312169325
breast_cancer_wisconsin,0.5,0.1,majority_to_minority,tabpfn_distpfn,-0.00132275132275117
breast_cancer_wisconsin,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.011904761904761751
breast_cancer_wisconsin,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.015873015873015928
breast_cancer_wisconsin,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.0357142857142857
breast_cancer_wisconsin,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.39715608465608454
breast_cancer_wisconsin,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.21825396825396826
haberman_survival,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.0
haberman_survival,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.0
haberman_survival,0.05,0.1,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.0
haberman_survival,0.05,0.2,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.0
haberman_survival,0.05,0.3,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.0
haberman_survival,0.1,0.05,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.01041666666666674
haberman_survival,0.1,0.1,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.1,0.2,majority_to_minority,tabpfn_distpfn,-0.0036231884057971175
haberman_survival,0.1,0.2,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.0
haberman_survival,0.1,0.3,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.0
haberman_survival,0.2,0.05,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.01041666666666663
haberman_survival,0.2,0.1,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.034420289855072395
haberman_survival,0.2,0.2,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.03396739130434778
haberman_survival,0.2,0.3,minority_to_majority,tabpfn_distpfn,0.0
haberman_survival,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.020380434782608647
haberman_survival,0.5,0.05,minority_to_majority,tabpfn_distpfn,0.018115942028985366
haberman_survival,0.5,0.1,majority_to_minority,tabpfn_distpfn,-0.0013586956521738358
haberman_survival,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.06068840579710133
haberman_survival,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.08650362318840576
haberman_survival,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.0688405797101449
haberman_survival,0.5,0.3,majority_to_minority,tabpfn_distpfn,0.006793478260869623
haberman_survival,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.01041666666666663
htru2,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.001370638706386873
htru2,0.05,0.05,minority_to_majority,tabpfn_distpfn,-0.0009650096500963823
htru2,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.0029462794627944655
htru2,0.05,0.1,minority_to_majority,tabpfn_distpfn,-0.002895028950289369
htru2,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.004671296712967177
htru2,0.05,0.2,minority_to_majority,tabpfn_distpfn,-0.004368168681687212
htru2,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.005025675256752682
htru2,0.05,0.3,minority_to_majority,tabpfn_distpfn,-0.024129616296162948
htru2,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.0015243902439023849
htru2,0.1,0.05,minority_to_majority,tabpfn_distpfn,0.00010250102501030423
htru2,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.0018275182751825714
htru2,0.1,0.1,minority_to_majority,tabpfn_distpfn,-0.0004568795687954763
htru2,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.00477379773797737
htru2,0.1,0.2,minority_to_majority,tabpfn_distpfn,-0.011883243832438217
htru2,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.007156321563215551
htru2,0.1,0.3,minority_to_majority,tabpfn_distpfn,-0.019099565995659873
htru2,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.001370638706387206
htru2,0.2,0.05,minority_to_majority,tabpfn_distpfn,-0.0014731397313976213
htru2,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.00314690646906457
htru2,0.2,0.1,minority_to_majority,tabpfn_distpfn,-0.0011656366563664866
htru2,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.002736902369023797
htru2,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.011221362213622021
htru2,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.005879433794337974
htru2,0.2,0.3,minority_to_majority,tabpfn_distpfn,-0.2955223302233023
htru2,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.0013193881938821095
htru2,0.5,0.05,minority_to_majority,tabpfn_distpfn,-0.0017250172501723782
htru2,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.002382523825238403
htru2,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.013044505445054422
htru2,0.5,0.2,majority_to_minority,tabpfn_distpfn,0.0010881358813588093
htru2,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.1390738907389074
htru2,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.11370176201762028
htru2,0.5,0.3,minority_to_majority,tabpfn_distpfn,0.0
ionosphere,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.0
ionosphere,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.0
ionosphere,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.0
ionosphere,0.05,0.1,minority_to_majority,tabpfn_distpfn,-0.0230434782608695
ionosphere,0.05,0.2,majority_to_minority,tabpfn_distpfn,-0.0036231884057970065
ionosphere,0.05,0.2,minority_to_majority,tabpfn_distpfn,-0.0163768115942029
ionosphere,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.0327536231884058
ionosphere,0.05,0.3,minority_to_majority,tabpfn_distpfn,-0.03637681159420281
ionosphere,0.1,0.05,majority_to_minority,tabpfn_distpfn,-0.0036231884057970065
ionosphere,0.1,0.05,minority_to_majority,tabpfn_distpfn,-0.006666666666666599
ionosphere,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.006666666666666599
ionosphere,0.1,0.1,minority_to_majority,tabpfn_distpfn,0.0
ionosphere,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.006086956521739184
ionosphere,0.1,0.2,minority_to_majority,tabpfn_distpfn,-0.026666666666666727
ionosphere,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.019420289855072492
ionosphere,0.1,0.3,minority_to_majority,tabpfn_distpfn,-0.02304347826086961
ionosphere,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.0
ionosphere,0.2,0.05,minority_to_majority,tabpfn_distpfn,0.0
ionosphere,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.003043478260869814
ionosphere,0.2,0.1,minority_to_majority,tabpfn_distpfn,0.0
ionosphere,0.2,0.2,majority_to_minority,tabpfn_distpfn,-0.001159420289855273
ionosphere,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.0230434782608695
ionosphere,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.007971014492753392
ionosphere,0.2,0.3,minority_to_majority,tabpfn_distpfn,-0.033333333333333326
ionosphere,0.5,0.05,majority_to_minority,tabpfn_distpfn,-0.0036231884057970065
ionosphere,0.5,0.05,minority_to_majority,tabpfn_distpfn,-0.01333333333333342
ionosphere,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.003043478260869592
ionosphere,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.00666666666666671
ionosphere,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.0089855072463767
ionosphere,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.046666666666666745
ionosphere,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.3562318840579709
ionosphere,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.1266666666666667
qsar_biodegradation,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.005851777330650565
qsar_biodegradation,0.05,0.05,minority_to_majority,tabpfn_distpfn,-0.0011569416498993235
qsar_biodegradation,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.011737089201877882
qsar_biodegradation,0.05,0.1,minority_to_majority,tabpfn_distpfn,-0.01993628437290418
qsar_biodegradation,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.015107310529845819
qsar_biodegradation,0.05,0.2,minority_to_majority,tabpfn_distpfn,-0.04681421864520463
qsar_biodegradation,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.056270959087860506
qsar_biodegradation,0.05,0.3,minority_to_majority,tabpfn_distpfn,-0.03868209255533217
qsar_biodegradation,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.003504359490274944
qsar_biodegradation,0.1,0.05,minority_to_majority,tabpfn_distpfn,-0.0046948356807511304
qsar_biodegradation,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.01405097250167664
qsar_biodegradation,0.1,0.1,minority_to_majority,tabpfn_distpfn,-0.008199195171026186
qsar_biodegradation,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.009255533199195143
qsar_biodegradation,0.1,0.2,minority_to_majority,tabpfn_distpfn,-0.01639839034205237
qsar_biodegradation,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.02092555331991941
qsar_biodegradation,0.1,0.3,minority_to_majority,tabpfn_distpfn,-0.06919852448021446
qsar_biodegradation,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.0011569416498994345
qsar_biodegradation,0.2,0.05,minority_to_majority,tabpfn_distpfn,-0.005851777330650565
qsar_biodegradation,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.007008718980549888
qsar_biodegradation,0.2,0.1,minority_to_majority,tabpfn_distpfn,-0.01874580818242788
qsar_biodegradation,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.024463447350771217
qsar_biodegradation,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.02453051643192472
qsar_biodegradation,0.2,0.3,majority_to_minority,tabpfn_distpfn,-0.012206572769953072
qsar_biodegradation,0.2,0.3,minority_to_majority,tabpfn_distpfn,-0.04684775318578138
qsar_biodegradation,0.5,0.05,majority_to_minority,tabpfn_distpfn,-0.00010060362173047732
qsar_biodegradation,0.5,0.05,minority_to_majority,tabpfn_distpfn,0.005985915492957794
qsar_biodegradation,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.0033031522468141006
qsar_biodegradation,0.5,0.1,minority_to_majority,tabpfn_distpfn,0.00013413816230711806
qsar_biodegradation,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.03965459423205908
qsar_biodegradation,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.03967136150234751
qsar_biodegradation,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.22523474178403757
qsar_biodegradation,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.1546613011401744
south_german_credit,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.0
south_german_credit,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.0
south_german_credit,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.0
south_german_credit,0.05,0.1,minority_to_majority,tabpfn_distpfn,0.0
south_german_credit,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.0
south_german_credit,0.05,0.2,minority_to_majority,tabpfn_distpfn,0.0
south_german_credit,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.0
south_german_credit,0.05,0.3,minority_to_majority,tabpfn_distpfn,0.0
south_german_credit,0.1,0.05,majority_to_minority,tabpfn_distpfn,-0.0011904761904761862
south_german_credit,0.1,0.05,minority_to_majority,tabpfn_distpfn,-0.0003968253968253954
south_german_credit,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.00436507936507935
south_german_credit,0.1,0.1,minority_to_majority,tabpfn_distpfn,-0.005952380952380931
south_german_credit,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.008333333333333415
south_german_credit,0.1,0.2,minority_to_majority,tabpfn_distpfn,0.0011904761904761862
south_german_credit,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.02619047619047621
south_german_credit,0.1,0.3,minority_to_majority,tabpfn_distpfn,0.0
south_german_credit,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.0011904761904761862
south_german_credit,0.2,0.05,minority_to_majority,tabpfn_distpfn,-0.01309523809523827
south_german_credit,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.02261904761904765
south_german_credit,0.2,0.1,minority_to_majority,tabpfn_distpfn,-0.019841269841269882
south_german_credit,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.05119047619047612
south_german_credit,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.0087301587301587
south_german_credit,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.07658730158730154
south_german_credit,0.2,0.3,minority_to_majority,tabpfn_distpfn,-0.004761904761904745
south_german_credit,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.0015873015873015817
south_german_credit,0.5,0.05,minority_to_majority,tabpfn_distpfn,-0.0031746031746031633
south_german_credit,0.5,0.1,majority_to_minority,tabpfn_distpfn,-0.00952380952380949
south_german_credit,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.015873015873015817
south_german_credit,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.04761904761904745
south_german_credit,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.07738095238095244
south_german_credit,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.07896825396825402
south_german_credit,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.052380952380952306
spambase,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.0001604510402165582
spambase,0.05,0.05,minority_to_majority,tabpfn_distpfn,-0.002456135154082384
spambase,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.0020192146291851953
spambase,0.05,0.1,minority_to_majority,tabpfn_distpfn,-0.0023179004117417357
spambase,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.006151446034144081
spambase,0.05,0.2,minority_to_majority,tabpfn_distpfn,-0.007827542285020472
spambase,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.008331111703545835
spambase,0.05,0.3,minority_to_majority,tabpfn_distpfn,-0.016916476593895946
spambase,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.0015378615085359648
spambase,0.1,0.05,minority_to_majority,tabpfn_distpfn,-0.0003209020804330054
spambase,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.00032090208043278334
spambase,0.1,0.1,minority_to_majority,tabpfn_distpfn,-0.0020192146291854174
spambase,0.1,0.2,majority_to_minority,tabpfn_distpfn,0.004934486606040789
spambase,0.1,0.2,minority_to_majority,tabpfn_distpfn,-0.007390621760123173
spambase,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.005023351797545539
spambase,0.1,0.3,minority_to_majority,tabpfn_distpfn,-0.01583775190813319
spambase,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.0010787246857631994
spambase,0.2,0.05,minority_to_majority,tabpfn_distpfn,-2.221629787590995e-05
spambase,0.2,0.1,majority_to_minority,tabpfn_distpfn,0.0029152719768558155
spambase,0.2,0.1,minority_to_majority,tabpfn_distpfn,-0.005094937646257014
spambase,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.0020636472249376814
spambase,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.013978988319163999
spambase,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.0006812998015345295
spambase,0.2,0.3,minority_to_majority,tabpfn_distpfn,-0.03174708966497819
spambase,0.5,0.05,majority_to_minority,tabpfn_distpfn,-0.00041470422702083454
spambase,0.5,0.05,minority_to_majority,tabpfn_distpfn,-0.004292682445175
spambase,0.5,0.1,majority_to_minority,tabpfn_distpfn,-0.0012663289789389687
spambase,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.004337115040927375
spambase,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.005198613703012445
spambase,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.023527059450813015
spambase,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.4083627082160808
spambase,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.2484769493567146
statlog_heart,0.05,0.05,majority_to_minority,tabpfn_distpfn,0.0
statlog_heart,0.05,0.05,minority_to_majority,tabpfn_distpfn,0.0
statlog_heart,0.05,0.1,majority_to_minority,tabpfn_distpfn,0.015277777777777835
statlog_heart,0.05,0.1,minority_to_majority,tabpfn_distpfn,-0.02083333333333337
statlog_heart,0.05,0.2,majority_to_minority,tabpfn_distpfn,0.02083333333333326
statlog_heart,0.05,0.2,minority_to_majority,tabpfn_distpfn,-0.0277777777777779
statlog_heart,0.05,0.3,majority_to_minority,tabpfn_distpfn,0.06944444444444442
statlog_heart,0.05,0.3,minority_to_majority,tabpfn_distpfn,-0.03472222222222221
statlog_heart,0.1,0.05,majority_to_minority,tabpfn_distpfn,0.01388888888888884
statlog_heart,0.1,0.05,minority_to_majority,tabpfn_distpfn,-0.03472222222222221
statlog_heart,0.1,0.1,majority_to_minority,tabpfn_distpfn,0.0
statlog_heart,0.1,0.1,minority_to_majority,tabpfn_distpfn,-0.006944444444444309
statlog_heart,0.1,0.2,majority_to_minority,tabpfn_distpfn,-0.004166666666666541
statlog_heart,0.1,0.2,minority_to_majority,tabpfn_distpfn,-0.008333333333333304
statlog_heart,0.1,0.3,majority_to_minority,tabpfn_distpfn,0.043055555555555625
statlog_heart,0.1,0.3,minority_to_majority,tabpfn_distpfn,-0.015277777777777724
statlog_heart,0.2,0.05,majority_to_minority,tabpfn_distpfn,0.006944444444444531
statlog_heart,0.2,0.05,minority_to_majority,tabpfn_distpfn,0.0
statlog_heart,0.2,0.1,majority_to_minority,tabpfn_distpfn,-0.009722222222222299
statlog_heart,0.2,0.1,minority_to_majority,tabpfn_distpfn,0.005555555555555758
statlog_heart,0.2,0.2,majority_to_minority,tabpfn_distpfn,0.0347222222222221
statlog_heart,0.2,0.2,minority_to_majority,tabpfn_distpfn,-0.029166666666666674
statlog_heart,0.2,0.3,majority_to_minority,tabpfn_distpfn,0.04861111111111116
statlog_heart,0.2,0.3,minority_to_majority,tabpfn_distpfn,-0.10138888888888886
statlog_heart,0.5,0.05,majority_to_minority,tabpfn_distpfn,0.002777777777777768
statlog_heart,0.5,0.05,minority_to_majority,tabpfn_distpfn,-0.001388888888888773
statlog_heart,0.5,0.1,majority_to_minority,tabpfn_distpfn,0.006944444444444309
statlog_heart,0.5,0.1,minority_to_majority,tabpfn_distpfn,-0.004166666666666763
statlog_heart,0.5,0.2,majority_to_minority,tabpfn_distpfn,-0.06944444444444431
statlog_heart,0.5,0.2,minority_to_majority,tabpfn_distpfn,-0.022222222222222143
statlog_heart,0.5,0.3,majority_to_minority,tabpfn_distpfn,-0.1347222222222222
statlog_heart,0.5,0.3,minority_to_majority,tabpfn_distpfn,-0.08472222222222237
banknote_authentication,0.05,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.05,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.05,0.1,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.05,0.1,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.05,0.2,majority_to_minority,tabpfn_distpfn_t,-0.0032679738562092497
banknote_authentication,0.05,0.2,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.05,0.3,majority_to_minority,tabpfn_distpfn_t,-0.002178649237472796
banknote_authentication,0.05,0.3,minority_to_majority,tabpfn_distpfn_t,-0.001366120218579181
banknote_authentication,0.1,0.05,majority_to_minority,tabpfn_distpfn_t,0.0
banknote_authentication,0.1,0.05,minority_to_majority,tabpfn_distpfn_t,0.0
banknote_authentication,0.1,0.1,majority_to_minority,tabpfn_distpfn_t,-0.002178649237472796
